0.000;0.256;N
0.256;0.112;N
0.368;0.196;N
0.564;0.204;N
0.768;0.124;N
0.892;0.108;N
1.000;0.152;N
1.152;0.144;N
1.296;0.452;N
1.748;0.160;N
1.908;0.104;N
2.012;0.156;N
2.168;0.352;N
2.520;0.108;N
2.628;0.176;N
2.804;0.220;N
3.024;0.208;N
3.232;0.232;N
3.464;0.396;N
3.860;0.236;N
4.096;0.116;N
4.212;0.188;N
4.400;0.172;N
4.572;0.464;N
5.036;0.100;N
5.136;0.200;N
5.336;0.620;N
5.956;0.236;N
6.192;0.144;N
6.336;0.304;N
6.640;0.180;N
6.820;0.100;N
6.920;0.104;N
7.024;0.200;N
7.224;0.104;N
7.328;0.232;N
7.560;0.228;N
7.788;0.408;N
8.196;0.284;N
8.480;0.244;N
8.724;0.280;N
9.004;0.112;N
9.116;0.168;N
9.284;0.308;N
9.592;0.140;N
9.732;0.204;N
9.936;0.108;N
10.044;0.176;N
10.220;0.104;N
10.324;0.268;N
10.592;0.268;N
10.860;0.272;N
11.132;0.336;N
11.468;0.184;N
11.652;0.332;N
11.984;0.116;N
12.100;0.164;N
12.264;0.180;N
12.444;0.252;N
12.696;0.168;N
12.864;0.116;N
12.980;0.208;N
13.188;0.104;N
13.292;0.148;N
13.440;0.232;N
13.672;0.112;N
13.784;0.524;N
14.308;0.240;N
14.548;0.184;N
14.732;0.260;N
14.992;0.572;N
15.564;0.760;N
16.324;0.348;N
16.672;0.304;N
16.976;0.016;N
16.992;3.880;N
20.872;0.804;N
21.676;0.584;N
22.260;0.972;N
23.232;0.144;N
23.376;0.760;N
24.136;1.788;N
25.924;0.628;N
26.552;1.108;N
27.660;0.096;N
27.756;2.052;N
29.808;0.252;N
30.060;0.568;N
30.628;0.308;N
30.936;0.332;N
31.268;0.156;N
31.424;0.144;N
31.568;0.896;N
32.464;0.716;N
33.180;0.408;N
33.588;0.704;N
34.292;0.208;N
34.500;0.376;N
34.876;0.164;N
35.040;0.400;N
35.440;0.212;N
35.652;0.368;N
36.020;0.272;N
36.292;0.180;N
36.472;0.108;N
36.580;0.416;N
36.996;0.232;N
37.228;0.720;N
37.948;0.344;N
38.292;0.600;N
38.892;6.112;N
45.004;0.056;N
45.060;5.212;N
50.272;0.296;N
50.568;0.524;N
51.092;0.156;N
51.248;0.616;N
51.864;0.216;N
52.080;0.116;N
52.196;0.188;N
52.384;3.332;N
55.716;0.160;N
55.876;0.116;N
55.992;2.300;N
58.292;0.956;N
59.248;0.372;N
59.620;1.344;N
60.964;0.188;N
61.152;0.912;N
62.064;0.576;N
62.640;0.136;N
62.776;1.016;N
63.792;0.168;N
63.960;3.592;N
67.552;1.412;N
68.964;0.136;N
69.100;0.116;N
69.216;0.532;N
69.748;1.352;N
71.100;0.144;N
71.244;0.624;N
71.868;6.968;N
78.836;0.524;N
79.360;0.652;N
80.012;0.184;N
80.196;0.108;N
80.304;0.808;N
81.112;0.256;N
81.368;1.732;N
83.100;0.360;N
83.460;0.744;N
84.204;0.300;N
84.504;0.184;N
84.688;1.948;N
86.636;3.352;N
89.988;1.284;N
91.272;0.148;N
91.420;0.400;N
91.820;0.244;N
92.064;0.308;N
92.372;0.356;N
92.728;0.108;N
92.836;0.136;N
92.972;0.144;N
93.116;0.100;N
93.216;0.484;N
93.700;0.328;N
94.028;0.472;N
94.500;0.168;N
94.668;0.876;N
95.544;0.204;N
95.748;0.412;N
96.160;0.284;N
96.444;0.672;N
97.116;0.172;N
97.288;0.960;N
98.248;2.812;N
101.060;0.164;N
101.224;15.392;N
116.616;0.240;N
116.856;4.152;N
121.008;0.180;N
121.188;13.508;N
134.696;0.232;N
134.928;0.408;N
135.336;0.796;N
136.132;1.272;N
137.404;0.372;N
137.776;2.228;N
140.004;0.352;N
