23.808;0.032;N
239.688;1.624;N
241.312;0.744;N
242.056;3.088;N
245.144;0.992;N
246.136;0.992;N
247.128;0.992;N
248.120;0.936;N
249.056;0.816;N
249.872;0.488;N
250.360;0.776;N
251.136;1.072;N
252.208;0.936;N
253.144;0.912;N
254.056;1.008;N
255.064;1.032;N
256.096;0.608;N
256.704;1.120;N
257.824;0.888;N
258.712;0.952;N
259.664;0.936;N
260.600;1.648;N
262.248;0.752;N
263.000;1.104;N
264.104;0.792;N
264.896;1.112;N
266.008;1.992;N
268.000;1.056;N
269.056;0.888;N
269.944;1.056;N
271.000;1.008;N
272.008;0.472;N
272.480;0.896;N
273.376;1.056;N
274.432;1.064;N
275.496;1.000;N
276.496;1.040;N
277.536;0.960;N
278.496;1.000;N
279.496;1.008;N
280.504;1.400;N
281.904;0.592;N
282.496;0.952;N
283.448;1.032;N
284.480;0.992;N
285.472;1.000;N
286.472;0.632;N
287.104;1.056;N
288.160;0.536;N
288.696;0.952;N
289.648;1.112;N
290.760;0.856;N
291.616;1.032;N
292.648;1.000;N
293.648;1.000;N
294.648;1.048;N
295.696;0.952;N
296.648;1.000;N
297.648;0.576;N
298.224;0.784;N
299.008;0.648;N
